UT,Origin,Target,PhaseAngle
2270554245,4,8,110.78
2270589204,4,16,90.29
2270710885,5,4,-98.28
2270750963,15,4,-108.99
2270924624,4,15,89.94
2271326215,4,6,88.31
2271598424,4,5,51.65
2271743393,8,4,33.02
2272116328,4,1,83.63
2272724795,16,4,-111.14
2272825441,4,8,110.12
2272889453,4,16,87.36
2273001835,6,4,175.27
2273276763,15,4,-97.93
2273306616,8,5,167.72
2273395693,4,15,86.23
2273728295,1,5,-51.83
2273911132,1,4,126.46
2273966345,4,6,87.60
2274163547,16,5,-127.59
2274167340,8,4,60.95
2274232131,1,8,97.28
2274439922,5,1,35.16
2274600268,5,4,-84.22
2274658372,1,16,68.89
2274689079,4,5,69.60
2274802465,4,1,79.92
2274814945,5,8,102.91
2275044085,5,16,76.30
2275101246,4,8,109.40
2275119421,16,4,-94.38
2275191845,4,16,85.18
2275554110,15,4,-114.34
2275599269,8,1,-48.50
2275830188,4,15,86.62
2275988073,6,4,-159.40
2276176703,15,5,-83.28
2276253053,16,1,-14.20
2276327815,5,15,75.15
2276476753,4,6,89.07
2276590356,8,4,98.27
2276609391,1,4,115.28
2276849561,6,5,-149.56
2277022720,1,15,64.82
2277352065,16,4,-101.13
2277381831,4,8,108.65
2277492325,4,16,83.99
2277578090,5,4,-149.48
2277652460,15,4,-148.15
2278097186,4,1,69.54
2278213479,4,15,89.85
2278683850,4,5,68.64
2278912403,6,4,-92.62
2278914821,4,6,92.07
2278943615,5,6,62.49
2279008077,8,4,139.25
2279080038,1,4,80.43
2279451498,16,4,-125.90
2279638555,15,4,163.92
2279667155,4,8,107.86
2279787735,4,16,83.81
2279896875,8,5,-156.50
2280067234,16,5,-136.01
2280556074,4,15,94.27
2280834484,5,8,101.26
2280914118,4,1,82.57
2281066698,5,16,77.71
2281330849,6,4,-96.55
2281338366,4,6,95.06
2281416252,8,4,171.41
2281441522,16,4,-171.97
2281562376,15,4,105.55
2281694215,15,1,73.93
2281729887,5,4,-87.45
2281799433,15,5,-138.89
2281956888,4,8,107.08
2282076462,4,16,84.53
2282243075,6,1,-79.64
2282500158,4,5,46.87
2282616497,1,4,124.44
2282706667,5,15,88.14
2282870823,4,15,98.83
2282934083,6,8,81.08
2283341617,16,4,108.94
2283457640,15,4,24.93
2283461895,6,16,64.00
2283558213,1,6,53.98
2283571901,4,1,82.00
2283574865,6,4,-134.68
2283810965,8,4,-162.04
2283811468,4,6,95.38
2284250365,4,8,106.33
2284358190,4,16,85.94
2284433442,1,8,94.11
2284434446,6,5,174.04
2284703740,1,16,75.99
2285151732,16,5,167.32
2285167107,4,15,103.03
2285167657,16,4,15.83
2285247012,16,1,-56.91
2285347163,15,4,-68.46
2285419999,5,4,-116.26
2285433091,1,4,120.70
2285463425,15,6,-153.55
2285600300,16,6,-31.86
2285664667,4,5,71.95
2285835417,6,4,-166.62
2286188837,8,4,-147.29
2286424347,4,6,91.61
2286448413,8,5,-124.24
2286546596,4,8,105.64
2286633349,4,16,87.85
2286766709,8,1,-11.39
2286786462,15,5,139.16
2286808686,4,1,67.83
2286863820,5,8,99.65
2286932638,16,4,-55.15
2286992546,5,16,83.46
2287031494,5,6,71.58
2287248423,15,4,-139.91
2287451128,4,15,106.68
2287575173,8,6,-9.79
2287877041,1,4,80.85
2287930361,1,15,90.35
2288215475,6,4,172.61
2288334693,1,5,-55.08
2288547284,8,4,-137.79
2288592680,5,4,-137.41
2288647237,16,4,-117.80
2288844336,4,8,105.02
2288902667,4,16,90.07
2288903100,5,15,99.35
2289041625,5,1,36.90
2289141621,4,6,87.92
2289177359,15,4,165.06
2289678942,4,5,65.60
2289708531,4,1,81.18
2289726985,4,15,109.75
2289749484,16,5,84.37
2290259640,15,1,-15.00
2290320277,16,4,158.08
2290830553,6,4,177.35
2290884583,8,4,-132.20
2291058045,6,15,81.31
2291142208,4,8,104.52
2291150340,15,4,126.60
2291166926,4,16,92.45
2291279713,1,4,121.72
2291755344,4,6,87.75
2291816629,15,5,66.71
2291959148,16,4,20.16
2291997506,4,15,112.27
2292354993,4,1,83.41
2292710272,16,1,-150.72
2292735442,5,4,-78.38
2292857698,5,16,90.48
2292863127,8,5,-100.32
2292895783,5,8,98.36
2293184906,15,4,94.49
2293199974,8,4,-129.66
2293312409,4,5,44.36
2293426850,4,16,94.90
2293438855,4,8,104.14
2293570037,16,4,-78.95
2293609693,6,5,-150.58
2293887850,6,4,-148.62
2294053725,16,5,-17.72
2294247628,4,6,89.52
2294248673,1,4,124.79
2294264775,4,15,114.27
2294442014,1,16,88.69
2294668337,1,8,91.71
2295058490,5,15,105.23
2295158232,16,4,-155.53
2295300564,15,4,70.91
2295492899,4,1,67.25
2295493626,8,4,-129.71
2295683071,4,16,97.33
2295733084,4,8,103.89
2295761404,5,6,61.19
2296075471,5,4,-154.90
2296530471,4,15,115.76
2296656943,4,5,72.77
2296678797,4,6,92.71
2296694069,1,4,84.80
2296703552,6,4,-87.20
2296728236,16,4,85.83
2297337282,15,5,25.98
2297513539,8,1,8.82
2297519466,15,4,58.59
2297766515,8,4,-132.02
2297936123,4,16,99.70
2298023955,4,8,103.78
2298182380,16,5,-127.66
2298283970,16,4,-56.40
2298497863,4,1,79.48
2298579593,1,15,98.57
2298686094,5,16,97.18
2298796110,4,15,116.74
2298922058,5,8,97.65
2299067660,6,4,-102.77
2299075858,8,5,-88.37
2299106019,4,6,95.40
2299326792,16,6,-145.09
2299530360,16,1,95.50
2299621464,5,4,-124.83
2299828836,16,4,-140.99
2299866309,15,4,59.74
2299896319,1,4,117.42
2299900649,15,1,-54.61
2300020251,8,4,-136.39
2300186454,4,16,101.97
2300310826,4,8,103.79
2300664972,4,5,61.82
2301063252,4,15,117.15
2301146603,4,1,84.26
2301256758,5,15,106.10
2301299066,6,5,175.50
2301304182,6,4,-141.80
2301365849,16,4,118.44
2301435634,6,1,-85.46
2301597812,4,6,94.97
2302212553,16,5,119.52
2302256830,8,4,-142.58
2302367411,15,4,76.71
2302434437,4,16,104.13
2302559713,6,16,91.26
2302593338,4,8,103.93
2302897689,16,4,-39.29
2303024102,1,5,-54.91
2303053711,1,4,127.40
2303053820,1,6,52.70
2303333726,4,15,116.93
2303580452,6,4,-169.98
2303721964,5,4,-72.26
2303839594,5,1,35.73
2303842377,5,6,72.34
2303892013,15,5,44.12
2303956792,4,5,52.45
2303999816,16,15,173.86
2304049336,1,16,99.47
2304155095,4,1,68.54
2304242148,4,6,90.70
2304426767,16,4,-134.45
2304478369,8,4,-150.36
2304491380,5,16,102.98
2304680382,4,16,106.17
2304692353,6,8,78.08
2304869897,1,8,91.41
2304871381,4,8,104.18
2304935396,5,8,97.67
2305046688,15,4,122.80
2305067406,8,5,-89.64
2305522132,1,4,90.89
2305609955,4,15,115.95
2305955272,16,4,135.29
2305992171,6,4,172.51
2306102742,16,1,-24.09
2306198123,16,5,3.55
2306686849,8,4,-159.51
2306720490,5,4,-166.99
2306924553,4,16,108.08
2306952489,4,6,87.67
2307145031,4,8,104.53
2307280187,4,1,77.51
2307485215,16,4,-19.53
2307596728,5,15,100.97
2307598042,8,1,5.01
2307656736,4,5,72.45
2307895484,4,15,114.05
2307913194,15,4,-110.22
2308369932,8,6,-17.78
2308485764,1,4,110.12
2308677869,6,4,-179.68
2308883986,8,4,-169.78
2309018461,16,4,-127.21
2309167169,4,16,109.86
2309414504,4,8,104.95
2309540064,4,6,87.95
2309846594,1,15,86.24
2309943281,4,1,84.61
2310179551,16,5,-114.12
2310195920,4,15,111.03
2310281591,5,16,107.80
2310349210,6,5,-152.48
2310556762,16,4,150.17
2310653557,5,4,-112.28
2310857958,8,5,-102.87
2310931522,5,8,98.38
2310933986,15,4,-10.21
2311033193,15,6,-142.73
2311071140,8,4,178.01
2311408416,4,16,111.53
2311636725,4,5,57.40
2311680096,4,8,105.45
2311773411,6,4,-135.35
2311801881,16,6,79.25
2311845211,1,4,128.53
2312016434,4,6,90.03
2312101757,16,4,14.15
2312193192,15,5,159.79
2312520555,4,15,106.64
2312573958,5,6,60.02
2312644756,16,1,-142.55
2312820679,4,1,71.65
2313249325,8,4,166.44
2313594437,1,16,107.35
2313648455,4,16,113.08
2313655049,16,4,-112.24
2313942154,4,8,106.00
2314002229,15,4,78.64
2314189556,16,5,133.68
2314234809,5,15,87.27
2314353741,15,1,56.40
2314355208,1,4,97.98
2314442610,4,6,93.33
2314479060,6,4,-85.39
2314680863,5,4,-71.43
2314745524,4,5,63.51
2314884264,4,15,100.75
2314991982,1,8,93.32
2315218152,16,4,169.30
2315419249,8,4,153.46
2315887423,4,16,114.51
2316053172,4,1,75.30
2316061795,5,16,111.75
2316201039,4,8,106.59
2316491161,8,5,-125.24
2316792576,16,4,66.61
2316800576,6,4,-109.65
2316875761,4,6,95.62
2316909688,5,8,99.62
2316951352,15,4,-142.33
2317100499,1,4,99.61
2317126474,8,1,-17.65
2317303747,4,15,93.84
2317581638,8,4,139.71
2317585120,5,4,-161.59
2317793164,1,5,-51.72
2318125439,4,16,115.85
2318170517,6,5,177.10
2318256521,16,5,25.84
2318379788,16,4,-77.80
2318424147,5,1,36.05
2318457111,4,8,107.21
2318658935,4,5,71.19
2318742542,4,1,84.52
2319035045,6,4,-148.52
2319303770,16,1,104.99
2319389825,4,6,94.41
2319649905,15,4,-100.41
2319737191,8,4,125.24
2319770968,4,15,88.03
2319981257,16,4,-162.20
2320111986,6,15,30.29
2320362605,4,16,117.08
2320619515,1,4,128.37
2320657936,5,6,72.90
2320710715,4,8,107.84
2320789473,6,1,-86.87
2320870821,15,5,-86.95
2321122392,5,15,73.62
2321159660,6,16,106.35
2321330104,6,4,-172.12
2321518020,4,1,75.36
2321598458,16,4,123.57
2321682433,5,4,-100.25
2321835421,5,16,114.94
2321886854,8,4,110.08
2322020266,8,5,-153.37
2322062803,4,6,89.85
2322072976,15,4,-101.67
2322232634,4,15,85.93
2322406793,16,5,-78.98
2322526234,1,15,60.70
2322586005,4,5,52.50
2322599014,4,16,118.23
2322844981,1,6,45.71
2322871937,5,8,101.14
2322962175,4,8,108.48
2323108735,1,16,112.89
2323189116,1,4,105.25
2323232890,16,4,6.15
2323777394,6,4,172.76
2324031733,8,4,94.25
2324272722,15,4,-125.74
2324620522,16,6,-44.63
2324647020,4,15,87.63
2324758317,4,6,87.54
2324813885,4,1,72.96
2324834745,4,16,119.29
2324886060,16,4,-111.96
2325034809,1,8,96.29
2325211792,4,8,109.10
2325346791,6,8,86.49
2325596666,5,4,-80.94
2325671846,4,5,68.99
2325779353,1,4,88.96
2326173270,8,4,77.79
2326202774,16,1,4.70
2326320733,15,4,-164.04
2326356624,8,1,-49.16
2326545454,6,4,-175.72
2326559607,16,4,177.90
2326666692,16,5,-175.64
2327012988,4,15,91.48
2327069869,4,16,120.26
2327070241,6,5,-155.23
2327222580,15,5,-106.31
2327320922,4,6,88.21
2327459841,4,8,109.72
2327499754,8,5,176.10
2327542450,4,1,84.02
2327574991,8,6,-45.02
2327604972,5,16,117.51
2327672026,5,15,81.60
2327704434,15,1,90.62
2328255076,16,4,113.62
2328277907,15,4,143.64
2328313133,8,4,60.74
2328554060,5,4,-151.42
2328821933,5,8,102.71
2329304451,4,16,121.17
2329343502,4,15,96.05
2329371678,1,4,127.27
2329380595,5,6,59.04
2329637637,6,4,-120.68
2329659829,4,5,69.08
2329706575,4,8,110.30
2329783544,4,6,90.60
2329974256,16,4,17.86
2330187486,15,4,77.51
2330251316,4,1,78.58
2330453158,8,4,43.22
2331063946,16,5,97.83
2331538548,4,16,122.00
2331650226,4,15,100.51
2331718909,16,4,-92.46
2331952225,4,8,110.85
2332020783,1,4,112.11
2332078210,15,4,-12.04
2332206625,4,6,93.91
2332241940,6,4,-86.42
2332342165,1,5,-57.15
2332387435,15,5,176.99
2332595348,8,4,25.46
2332610089,1,16,116.70
2332703238,5,4,-89.19
2332981545,8,5,146.38
2333165206,5,1,36.70
2333372405,5,16,119.55
2333465993,16,1,-84.66
2333490923,16,4,-159.98
2333497010,4,5,47.62
2333558598,4,1,70.63
2333605058,8,15,-62.09
2333653210,1,15,86.40
2333772212,4,16,122.76
2333928068,5,15,94.80
2333941189,4,15,104.50
2333970336,15,4,-99.24
2334197009,4,8,111.37
2334498077,15,8,58.51
2334519102,1,4,82.01
2334530912,6,4,-116.92
2334648149,4,6,95.72
2334741707,8,4,8.73
2334764018,5,8,104.14
2335025931,1,8,99.07
2335047341,6,5,-177.93
2335292396,16,4,150.41
2335557091,8,1,-80.04
2335629405,16,5,22.50
2335880385,15,4,-160.56
2336005491,4,16,123.47
2336221663,4,15,107.93
2336341356,4,1,83.15
2336404638,15,1,2.92
2336435648,5,4,-109.37
2336441124,4,8,111.84
2336643046,4,5,71.68
2336768142,6,4,-154.72
2336894337,8,4,-12.61
2337125415,16,4,100.89
2337188059,4,6,93.70
2337337771,15,5,97.76
2337477711,5,6,73.27
2337732416,15,6,-176.38
2337824274,15,4,149.85
2338094967,1,4,125.53
2338238428,4,16,124.11
2338495180,4,15,110.78
2338513665,8,5,120.27
2338684760,4,8,112.27
2338752950,16,6,-129.15
2338992407,16,4,38.93
2339011063,4,1,81.04
2339055439,8,4,-28.95
2339084878,6,4,-173.01
2339139372,5,16,121.13
2339564550,5,4,-139.52
2339648829,6,16,113.46
2339818795,15,4,113.35
2339884164,4,6,89.11
2340090784,5,15,103.13
2340398945,16,5,-41.53
2340471064,4,16,124.69
2340522296,6,1,-81.35
2340656064,4,5,66.17
2340702659,5,8,105.30
2340764229,4,15,113.10
2340847740,1,4,118.11
2340895835,16,4,-37.49
2340928099,4,8,112.64
2341226956,8,4,-44.43
2341240448,16,1,-151.67
2341572688,6,4,173.45
2341882202,15,4,84.26
2342111071,1,16,119.21
2342282574,4,1,68.60
2342558968,4,6,87.51
2342574690,15,5,39.48
2342703439,4,16,125.22
2342838505,16,4,-101.36
2342983448,1,6,35.68
2343030708,4,15,114.90
2343171318,4,8,112.97
2343301131,1,4,80.10
2343410787,8,4,-57.86
2343711425,5,4,-79.76
2343777027,6,5,-158.68
2344034881,15,4,64.69
2344140099,8,5,100.33
2344271748,6,15,85.19
2344284527,1,15,98.30
2344330644,4,5,44.40
2344432250,6,4,-170.29
2344823392,16,4,-143.16
2344907378,5,16,122.32
2344935586,4,16,125.70
2344967763,8,1,-102.03
2344999085,1,8,100.91
2345098350,4,6,88.53
2345137679,4,1,81.93
2345296204,4,15,116.20
2345345484,6,8,92.51
2345414592,4,8,113.23
2345415993,16,5,-90.11
2345604107,15,1,-54.43
2345608857,8,4,-68.50
2346180778,5,6,58.31
2346259063,5,15,106.34
2346299998,15,4,57.36
2346642214,5,8,106.11
2346780660,1,4,123.22
2346853881,16,4,-171.15
2347123010,5,4,-149.65
2347167541,4,16,126.13
2347169129,1,5,-51.61
2347173953,8,6,-56.18
2347478052,6,4,-106.81
2347549312,4,6,91.20
2347562228,4,15,116.97
2347633307,4,5,72.72
2347658099,4,8,113.44
2347788014,4,1,82.77
2347822760,8,4,-75.81
2347867714,5,1,35.19
2348565219,15,5,25.95
2348703030,15,4,64.15
2348933516,16,4,169.49
2349399335,4,16,126.51
2349667742,1,4,122.90
2349723792,16,1,166.27
2349830413,4,15,117.15
2349899856,8,5,88.79
2349902024,4,8,113.59
2349971209,4,6,94.44
2349994764,6,4,-89.59
2350053988,8,4,-79.46
2350591848,5,4,-126.98
2350677895,5,16,123.15
2350735071,16,5,-119.53
2350980829,4,1,67.36
2351066479,16,4,157.02
2351270376,15,4,89.25
2351622643,1,16,120.65
2351631001,4,16,126.84
2351643954,4,5,62.52
2351705759,16,15,93.46
2351928089,6,5,-176.56
2352102770,4,15,116.65
2352109379,1,4,82.45
2352146558,4,8,113.68
2352259804,6,4,-124.36
2352303720,8,4,-79.40
2352423812,4,6,95.68
2352517656,5,15,104.25
2352586822,5,8,106.50
2353257130,16,4,151.14
2353862570,4,16,127.12
2353929811,4,1,80.38
2354022333,15,4,159.56
2354301158,5,6,73.45
2354382076,4,15,115.34
2354391910,4,8,113.70
2354504100,6,4,-160.26
2354573004,8,4,-75.90
2354701644,5,4,-73.02
2354792783,8,1,-108.42
2354986651,1,8,101.45
2354992752,4,6,92.88
2354995342,4,5,50.08
2355329564,1,15,91.20
2355420575,1,4,119.88
2355510599,16,4,152.25
2355527188,16,6,-162.43
2355825104,8,5,87.52
2355986776,15,5,93.10
2356094071,4,16,127.36
2356426991,16,5,-125.26
2356452474,5,16,123.65
2356575827,4,1,83.90
2356638301,4,8,113.66
2356672527,4,15,113.03
2356845274,6,4,173.01
2356862440,8,4,-69.59
2356955608,15,4,-62.40
2357704176,4,6,88.51
2357739162,5,4,-166.78
2357832623,16,4,161.30
2358192993,6,16,115.70
2358325535,4,16,127.55
2358478445,1,4,126.27
2358540342,5,8,106.45
2358632245,4,5,72.58
2358696580,15,1,17.92
2358885978,4,8,113.56
2358980913,4,15,109.51
2358995412,5,15,94.80
2359172301,8,4,-61.27
2359212416,16,1,164.18
2359380127,6,4,174.64
2359652405,4,1,67.62
2360011827,15,4,18.51
2360229315,16,4,-179.31
2360354563,4,6,87.56
2360475540,6,5,-162.65
2360556994,4,16,127.69
2360826251,6,1,-69.19
2360932746,1,4,87.61
2361135210,4,8,113.39
2361156470,1,16,121.11
2361318511,4,15,104.55
2361502395,8,4,-51.74
2361623934,5,4,-114.40
2361759875,1,5,-55.48
2361936918,8,5,97.72
2362232839,5,16,123.81
2362332234,6,4,-162.95
2362480612,5,1,36.94
2362586780,16,5,-101.43
2362618595,4,5,58.19
2362708119,16,4,-142.61
2362715952,4,1,78.54
2362788478,4,16,127.79
2362872757,4,6,88.90
2362918932,1,6,34.47
2362974241,5,6,57.91
2363054609,15,4,136.09
2363386299,4,8,113.16
2363702154,4,15,98.14
2363852174,8,4,-41.55
2364018926,1,4,114.27
2364506174,5,8,105.94
2364968259,15,5,-123.32
2365018234,1,8,100.57
2365020019,4,16,127.84
2365173832,8,1,-94.98
2365277138,16,4,-69.86
2365296118,6,4,-95.86
2365314092,4,6,91.82
2365370297,4,1,84.49
2365485462,6,8,90.96
2365639576,4,8,112.85
2365666111,5,4,-71.03
2365742800,4,5,62.13
2365821908,5,15,78.00
2365917377,15,4,-117.84
2366143745,4,15,91.30
2366220416,8,4,-30.89
2367251651,4,16,127.85
2367277216,1,4,128.13
2367736765,4,6,94.90
2367739563,6,4,-94.34
2367895407,4,8,112.48
2367908791,1,15,60.19
2367945416,16,4,26.11
2368021027,5,16,123.64
2368238132,8,5,119.38
2368311995,4,1,69.90
2368507137,15,4,-97.52
2368573742,5,4,-163.00
2368593539,8,6,-34.72
2368605433,8,4,-19.63
2368616266,4,15,86.71
2368811357,6,5,-174.12
2369346234,16,5,-40.63
2369483409,4,16,127.80
2369505272,15,6,-93.74
2369634326,4,5,71.47
2369763911,1,4,94.32
2369988237,6,4,-131.79
2370154189,4,8,112.03
2370199838,16,1,-140.21
2370203418,4,6,95.49
2370486949,5,8,105.00
2370723554,16,4,97.56
2370727204,1,16,120.55
2370835897,15,4,-108.74
2371004917,8,4,-7.54
2371062048,4,15,86.21
2371127745,5,6,73.44
2371493989,4,1,76.44
2371715331,4,16,127.70
2372243475,6,4,-165.00
2372405809,15,5,-84.98
2372416342,4,8,111.52
2372575895,5,15,75.81
2372613532,1,4,105.21
2372653735,5,4,-102.24
2372803638,4,6,91.98
2372968957,15,4,-139.26
2373415982,8,4,9.06
2373456553,4,15,88.95
2373560482,15,1,103.85
2373572492,4,5,53.35
2373623186,16,4,175.09
2373819535,5,16,123.09
2373947456,4,16,127.55
2374168518,4,1,84.62
2374501875,6,15,49.09
2374611929,6,4,172.72
2374682294,4,8,110.93
2374703973,8,5,150.27
2374975726,15,4,173.13
2375117898,1,8,98.37
2375521148,4,6,88.06
2375807266,4,15,93.21
2375835227,8,4,27.68
2376060772,1,4,128.60
2376103458,8,1,-63.12
2376179829,4,16,127.35
2376468636,1,5,-54.54
2376484022,5,8,103.68
2376590868,5,4,-78.23
2376655785,4,5,68.30
2376657047,16,4,-15.71
2376890788,16,5,66.59
2376910370,15,4,120.63
2376952449,4,8,110.28
2376961130,6,16,113.45
2376991028,4,1,73.49
2377172959,6,5,-166.87
2377202248,6,4,176.44
2377276172,5,1,35.62
2377947930,15,5,-144.39
2378127441,4,15,97.81
2378145365,4,6,87.68
2378230250,16,6,-88.31
2378258760,8,4,53.54
2378412495,4,16,127.08
2378597822,1,4,101.58
2378809865,15,4,45.64
2378934283,5,15,89.09
2379227148,4,8,109.58
2379360937,1,15,81.60
2379531152,5,4,-153.31
2379631560,5,16,122.12
2379761107,5,6,57.87
2379839003,16,4,111.70
2380234614,6,4,-153.20
2380261335,4,1,74.16
2380355758,1,16,118.76
2380427319,4,15,102.11
2380635672,4,5,69.50
2380644556,4,6,89.33
2380645510,4,16,126.75
2380682385,8,4,88.78
2380699054,15,4,-48.17
2381082893,6,1,-63.53
2381257965,1,4,94.10
2381274755,8,5,-174.18
2381506604,4,8,108.83
2382471517,1,6,40.99
2382496776,5,8,102.09
2382573405,15,1,19.69
2382596162,15,4,-125.85
2382713732,4,15,105.89
2382878931,4,16,126.36
2382921033,15,5,133.45
2382968318,4,1,84.32
2383078229,4,6,92.46
2383094184,6,4,-88.89
2383101743,8,4,129.94
2383183364,16,4,-52.94
2383585103,16,1,5.61
2383676211,5,4,-90.98
2383790831,4,8,108.05
2384491779,4,5,48.41
2384517371,15,4,171.47
2384824846,1,4,127.93
2384991177,4,15,109.09
2385112825,4,16,125.89
2385124419,5,15,99.93
2385294457,1,8,95.29
2385461313,5,16,120.63
2385473502,16,5,-119.86
2385478329,6,4,-100.22
2385503733,4,6,95.28
2385512532,8,4,165.44
2385695557,6,5,-171.33
2385706932,4,1,77.04
2386079574,4,8,107.27
2386478690,15,4,135.00
2386626087,6,8,81.54
2386702507,16,4,125.49
2387262719,4,15,111.74
2387299512,8,1,-24.03
2387347265,4,16,125.35
2387430964,1,4,108.72
2387446795,5,4,-102.99
2387621947,4,5,71.36
2387717147,6,4,-139.02
2387858784,8,5,-139.55
2387910733,8,4,-166.36
2387956970,5,6,73.24
2387971489,15,5,62.52
2387987705,4,6,95.15
2388372248,4,8,106.50
2388497493,15,4,101.18
2388521990,5,8,100.43
2389014681,4,1,71.80
2389530575,4,15,113.85
2389582340,4,16,124.72
2389968944,1,4,84.92
2389986815,6,4,-168.79
2390004432,1,15,97.33
2390075084,1,16,115.23
2390292834,8,4,-150.23
2390357901,15,6,165.16
2390404575,16,4,34.77
2390536870,5,4,-141.62
2390592675,15,4,75.43
2390619775,4,6,91.06
2390667937,4,8,105.79
2391221989,1,5,-51.98
2391254077,8,6,-10.28
2391280235,5,15,105.46
2391314499,5,16,118.49
2391452219,15,1,-49.34
2391632943,4,5,66.72
2391767927,4,1,83.64
2391796496,4,15,115.46
2391818148,4,16,124.00
2391854478,5,1,36.18
2392385581,6,4,172.52
2392656035,8,4,-139.63
2392785890,15,4,60.30
2392965443,4,8,105.16
2393333897,4,6,87.76
2393544740,15,5,24.93
2393563762,1,4,126.48
2393875970,6,5,-171.08
2394054805,4,16,123.17
2394062015,4,15,116.56
2394287812,16,4,-66.88
2394352445,8,5,-110.92
2394454592,4,1,79.89
2394553659,5,8,98.95
2394686872,5,4,-81.21
2394998412,8,4,-133.22
2395041874,6,4,178.99
2395100968,15,4,58.21
2395263409,4,8,104.63
2395343620,4,5,44.66
2395357322,16,5,128.98
2395524002,1,8,92.41
2395931727,4,6,87.86
2396260608,1,4,115.20
2396289715,6,16,103.64
2396292449,4,16,122.23
2396328663,4,15,117.11
2396542011,5,6,58.22
2397198974,5,16,115.49
2397318970,8,4,-130.02
2397484751,5,15,105.96
2397560460,4,8,104.22
2397564314,15,4,71.12
2397705078,6,15,83.03
2397749817,4,1,69.57
2398126932,6,4,-140.86
2398166232,5,4,-143.57
2398251974,8,1,4.11
2398331639,16,4,-167.67
2398414136,4,6,89.83
2398531241,4,16,121.17
2398598186,4,15,117.04
2398609914,4,5,72.63
2398731853,1,4,80.45
2399617673,8,4,-129.48
2399855352,4,8,103.94
2399940941,1,16,108.98
2400200228,15,5,48.73
2400201099,15,4,107.60
2400565756,4,1,82.59
2400583795,5,8,97.92
2400671070,8,5,-92.67
2400699233,6,1,-68.39
2400768205,16,1,-78.46
2400771377,4,16,119.97
2400842064,4,6,93.09
2400872832,4,15,116.25
2400875504,6,4,-85.74
2400887571,1,15,94.66
2401562379,5,4,-129.13
2401847708,1,6,48.30
2401895320,8,4,-131.29
2402147082,4,8,103.79
2402269717,1,4,124.48
2402487359,16,4,131.85
2402579282,6,5,-168.39
2402622539,4,5,63.19
2403013092,4,16,118.62
2403025414,15,4,-144.85
2403125541,5,16,111.34
2403155826,4,15,114.58
2403212653,6,4,-106.87
2403223800,4,1,81.98
2403272586,4,6,95.54
2403332355,15,1,-14.58
2403839982,5,15,100.32
2404153392,8,4,-135.19
2404434936,4,8,103.78
2404788295,5,6,72.87
2405084401,1,4,120.64
2405256670,4,16,117.10
2405447295,6,4,-145.92
2405452185,4,15,111.84
2405680637,5,4,-73.91
2405745599,1,8,91.23
2405777397,4,6,94.65
2405779323,1,5,-57.07
2406017178,15,4,-27.66
2406038702,4,5,47.95
2406388432,16,5,86.15
2406393810,8,4,-140.97
2406461665,4,1,67.85
2406604325,5,8,97.57
2406607644,5,1,36.61
2406671793,16,4,87.48
2406718491,4,8,103.89
2406772334,8,5,-87.39
2407502465,4,16,115.38
2407528497,1,4,80.82
2407734584,6,4,-171.43
2407770173,4,15,107.78
2408408174,6,8,77.86
2408439543,4,6,90.17
2408585616,8,1,9.06
2408618689,8,4,-148.40
2408628412,15,5,170.71
2408765706,5,4,-165.99
2408997584,4,8,104.11
2409088130,15,4,52.36
2409108407,5,16,105.63
2409360226,4,1,81.21
2409607841,4,5,72.67
2409750909,4,16,113.46
2410048076,1,16,98.20
2410123303,4,15,102.23
2410167266,6,4,172.62
2410504600,5,15,86.01
2410590121,6,5,-175.06
2410775820,16,4,38.74
2410830087,8,4,-157.25
2410933489,1,4,121.76
2411141752,4,6,87.58
2411272251,4,8,104.44
2412002540,4,16,111.30
2412006746,4,1,83.40
2412079376,15,4,-164.61
2412156462,8,6,-16.75
2412529098,4,15,95.44
2412594231,5,4,-116.52
2412609332,5,8,97.95
2412658614,8,5,-94.95
2412901398,6,4,-177.45
2413029767,8,4,-167.28
2413170505,1,15,64.59
2413318159,5,6,58.94
2413542682,4,8,104.85
2413599878,4,5,58.97
2413714063,4,6,88.10
2413900139,1,4,124.75
2414258019,4,16,108.90
2414690227,16,4,-34.12
2414841655,15,4,-104.71
2414988822,4,15,89.10
2415146258,4,1,67.25
2415163082,5,16,97.99
2415219157,8,4,-177.83
2415809157,4,8,105.33
2415899562,1,8,92.41
2416000187,6,4,-126.53
2416181874,4,6,90.37
2416345342,1,4,84.73
2416518154,4,16,106.22
2416650225,5,4,-70.89
2416744448,4,5,60.55
2417115290,16,5,18.10
2417179610,15,5,-84.48
2417325105,15,4,-99.01
2417332610,6,16,72.33
2417340974,16,6,-72.17
2417386707,5,15,73.49
2417399352,8,4,169.36
2417457059,4,15,86.03
2418072014,4,8,105.87
2418149638,4,1,79.51
2418294342,8,1,-7.68
2418336912,16,4,153.07
2418363848,8,5,-113.17
2418596335,5,8,98.95
2418605953,4,6,93.69
2418643149,6,4,-85.71
2418783896,4,16,103.26
2419168899,15,1,110.81
2419460839,6,5,-165.38
2419528331,16,1,-116.25
2419550674,1,4,117.49
2419565728,5,4,-164.27
2419569781,15,4,-118.66
2419571184,8,4,156.59
2419883510,4,15,86.98
2419965286,6,1,-76.36
2420331612,4,8,106.45
2420504482,1,16,81.47
2420608920,1,5,-51.43
2420609673,4,5,71.72
2420798264,4,1,84.25
