UT,Origin,Target,PhaseAngle
2481192336,6,15,79.28
2481345586,5,15,100.49
2481439213,1,4,160.31
2481465605,1,15,93.22
2481489463,5,4,156.94
2481643710,16,4,178.27
2482115992,15,4,170.12
2482156192,4,16,119.43
2482367764,4,1,78.57
2482458104,4,6,65.86
2482527723,4,15,111.18
2482587017,4,5,70.26
2482888263,8,5,178.15
2483254630,8,4,123.96
2483353313,4,8,109.75
2483822343,8,1,178.70
2483877372,16,4,177.47
2484162200,5,8,102.90
2484188597,6,4,174.44
2484391239,4,16,120.40
2484431358,15,4,168.92
2484468688,1,4,173.00
2484796258,4,15,113.42
2484999003,4,6,48.64
2485021922,4,1,84.49
2485032739,16,5,177.24
2485518308,8,4,124.43
2485621132,5,4,94.68
2485631656,4,8,109.00
2486056658,5,16,118.07
2486110549,16,4,176.04
2486163237,1,8,96.48
2486223089,15,5,174.30
2486476056,4,5,50.06
2486625724,4,16,121.30
2486733029,15,4,168.42
2486810665,6,4,173.56
2487062486,4,15,115.14
2487211444,1,4,175.72
2487364845,16,1,175.71
2487502197,5,15,105.66
2487539901,6,4,34.39
2487539901,4,6,34.39
2487625132,6,5,124.69
2487781985,8,4,125.36
2487914744,4,8,108.24
2487965460,4,1,69.86
2488343334,16,4,174.50
2488859761,4,16,122.12
2488868272,8,5,178.67
2488957437,5,6,68.60
2489024668,15,4,168.55
2489053252,1,16,116.52
2489327971,4,15,116.36
2489458096,5,4,92.06
2489581629,4,5,70.56
2489708655,15,1,175.01
2489758805,8,6,91.24
2490045663,8,4,126.73
2490080800,6,4,36.46
2490080800,4,6,36.46
2490181788,5,8,101.25
2490202486,4,8,107.45
2490220157,1,4,153.27
2490320038,6,8,82.02
2490637721,16,4,178.77
2490834106,16,5,176.73
2491093383,4,16,122.87
2491145949,4,1,76.47
2491309079,15,4,169.27
2491594242,4,15,117.03
2491823831,5,16,119.99
2491877547,16,6,172.88
2492156836,1,15,98.16
2492309341,8,4,128.48
2492450541,15,5,175.34
2492483244,5,4,145.73
2492494311,4,8,106.68
2492621699,6,4,46.82
2492883933,16,4,178.89
2493208884,1,4,173.31
2493326587,4,16,123.57
2493586065,4,5,67.75
2493588725,15,4,170.54
2493713474,5,15,105.79
2493820110,4,1,84.62
2493862906,4,15,117.12
2493935925,8,1,178.86
2494047585,1,5,51.30
2494573019,8,4,130.57
2494721950,5,1,35.29
2494789366,4,8,105.96
2494816540,4,6,90.51
2494859273,8,5,179.20
2495129275,16,4,179.02
2495162597,6,4,58.71
2495409103,6,16,113.16
2495559471,4,16,124.20
2495865566,15,4,172.35
2495993805,1,4,179.80
2496029271,6,5,116.86
2496136132,4,15,116.51
2496211160,5,8,99.64
2496378563,1,8,93.36
2496628573,16,5,176.29
2496636391,5,4,84.32
2496644006,4,1,73.44
2496836697,8,4,132.96
2496940353,16,1,174.74
2497086566,4,8,105.30
2497192749,5,6,65.91
2497356937,4,5,45.63
2497373838,16,4,179.15
2497524362,4,6,87.64
2497590910,5,16,121.47
2497703496,6,4,67.14
2497703496,4,6,67.14
2497792096,4,16,124.77
2497954511,15,6,169.22
2498001675,6,1,74.72
2498141425,15,4,174.68
2498416858,4,15,115.05
2498553951,1,16,119.10
2498702984,15,5,177.72
2498996546,1,4,147.06
2499100374,8,4,135.62
2499384554,4,8,104.74
2499617654,16,4,179.28
2499913450,4,1,74.19
2500024411,4,16,125.30
2500084799,5,15,99.61
2500234826,5,4,129.76
2500244395,4,6,63.87
2500370805,1,6,33.57
2500376027,8,15,125.15
2500418192,15,4,177.47
2500563996,4,5,72.35
2500578286,15,1,177.57
2500709580,4,15,112.57
2500861605,8,5,179.19
2501364052,8,4,138.49
2501681934,4,8,104.30
2501860749,16,4,179.42
2501926162,1,4,174.35
2502005980,6,4,173.71
2502243134,5,8,98.36
2502256532,4,16,125.77
2502418347,16,5,175.93
2502619896,4,1,84.33
2502700953,15,4,178.96
2502785294,4,6,44.82
2503021597,4,15,108.84
2503359413,5,16,122.56
2503503978,5,4,133.43
2503627730,8,4,141.54
2503688763,1,15,80.27
2503977452,4,8,103.99
2504103240,16,4,179.55
2504103461,8,1,179.49
2504433409,6,5,124.22
2504488454,4,16,126.19
2504578728,4,5,64.47
2504591597,6,4,174.14
2504790868,1,4,178.27
2505066524,15,4,159.95
2505067408,15,5,176.88
2505326192,6,4,33.72
2505326192,4,6,33.72
2505359430,4,1,76.99
2505365167,4,15,103.64
2505789842,5,6,67.35
2505891408,8,4,144.72
2506270006,4,8,103.81
2506345136,16,4,179.68
2506493958,16,1,174.14
2506611424,1,8,91.40
2506720248,4,16,126.56
2506776033,5,15,84.73
2506883849,8,5,178.85
2507438469,15,4,145.63
2507530887,16,15,172.07
2507636567,5,4,76.03
2507757558,4,15,97.05
2507765285,1,4,142.26
2507867091,6,4,38.01
2508064612,1,16,120.59
2508118640,4,5,45.19
2508155086,8,4,148.00
2508235477,16,5,176.04
2508269369,5,8,97.65
2508558788,4,8,103.77
2508586443,16,4,179.81
2508612336,1,5,56.18
2508667027,4,1,71.83
2508951875,4,16,126.88
2509130842,5,16,123.31
2509360757,5,1,36.97
2509373295,6,15,30.73
2509808536,15,4,139.30
2509959190,4,6,94.27
2510207127,4,15,90.36
2510407990,6,4,49.05
2510418763,8,4,151.32
2510506794,8,6,101.97
2510591764,16,6,172.38
2510619670,1,4,176.10
2510827216,16,4,179.95
2510842909,5,4,162.06
2510843396,4,8,103.85
2511183440,4,16,127.16
2511419529,4,1,83.65
2511559391,4,5,72.78
2511642091,15,5,174.37
2512121247,6,8,77.67
2512169612,15,4,140.46
2512274861,15,1,175.35
2512637522,4,6,89.68
2512679033,4,15,86.36
2512682441,8,4,154.63
2512837548,6,5,117.44
2512907787,8,5,178.69
2512948888,6,4,60.71
2513067549,16,4,179.92
2513123528,4,8,104.05
2513414918,4,16,127.39
2513584273,1,4,176.45
2513648538,5,15,73.49
2513945051,6,16,115.68
2513978199,5,6,67.41
2514019880,16,5,175.75
2514106740,4,1,79.85
2514282617,5,8,97.67
2514296698,8,1,179.65
2514518304,15,4,146.94
2514534748,5,4,120.80
2514755090,15,8,55.74
2514906671,5,16,123.72
2514946119,8,4,157.90
2515117282,4,15,86.47
2515307522,16,4,179.79
2515329146,4,6,87.53
2515399233,4,8,104.35
2515489787,6,4,67.75
2515489787,4,6,67.75
2515560851,4,5,60.48
2515646406,4,16,127.57
2516040302,16,1,173.87
2516271599,1,15,64.35
2516522657,1,4,139.82
2516533003,15,16,104.12
2516795148,1,8,91.72
2516854728,15,4,156.35
2517209797,8,4,161.08
2517402412,4,1,69.60
2517504112,4,15,89.55
2517546865,16,4,179.66
2517596819,1,16,121.11
2517670658,4,8,104.74
2517877850,4,16,127.71
2518030686,4,6,61.20
2518343514,15,5,177.07
2518417323,6,1,64.29
2518615379,5,4,71.26
2518765412,4,5,56.76
2518895286,8,5,177.76
2519180320,15,4,166.74
2519305444,1,4,178.19
2519473475,8,4,164.10
2519785992,16,4,179.53
2519804808,16,5,175.55
2519815901,6,4,173.24
2519849260,4,15,93.93
2519938032,4,8,105.21
2520064288,1,6,37.77
2520109341,4,16,127.80
2520139824,5,15,83.60
2520217392,4,1,82.61
2520278686,5,8,98.39
2520571584,4,6,41.41
2520688823,5,16,123.80
2521241687,6,5,123.60
2521496037,15,4,176.88
2521561943,5,4,166.21
2521737152,8,4,166.91
2522024765,16,4,179.39
2522165687,4,15,98.50
2522201693,4,8,105.74
2522340888,4,16,127.85
2522367955,6,4,174.89
2522371841,1,4,174.90
2522560380,4,5,72.15
2522620324,5,6,66.02
2522875697,4,1,81.95
2523112483,4,6,33.60
2523112494,6,4,33.60
2523358065,1,5,53.79
2523802688,15,4,173.70
2524000844,8,4,169.43
2524146228,5,1,35.43
2524263278,16,4,179.26
2524369769,15,1,179.86
2524462041,4,8,106.31
2524463095,4,15,102.74
2524472373,8,1,178.95
2524572552,4,16,127.84
2524874560,15,5,176.75
2524902046,8,5,177.76
2525264280,1,4,141.28
2525566392,5,4,108.37
2525591870,16,5,175.43
2525592651,16,1,173.93
2525653382,6,4,39.78
2526114645,4,1,67.86
2526230436,15,4,173.68
2526256782,5,8,99.63
2526264508,8,4,171.58
2526374007,5,15,96.31
2526479364,5,16,123.54
2526501599,16,4,179.13
2526526568,4,5,55.87
2526719390,4,8,106.92
2526747854,4,15,106.43
2526804320,4,16,127.79
2526895297,1,8,94.04
2527164916,1,16,120.61
2527195726,1,15,90.02
2527758747,4,6,93.54
2528089808,1,4,171.64
2528096214,15,6,171.59
2528194281,6,4,51.30
2528528186,8,4,173.23
2528576954,15,4,171.23
2528739591,16,4,179.01
2528974101,4,8,107.54
2529011904,4,1,81.23
2529024201,4,15,109.54
2529036294,4,16,127.68
2529562761,5,4,72.98
2529617057,4,5,65.69
2529645825,6,5,118.10
2530053745,16,6,161.65
2530458770,4,6,88.97
2530735179,6,4,62.56
2530769345,5,6,68.79
2530791863,8,4,174.25
2530899921,8,5,178.05
2530902828,15,4,169.57
2530977458,16,4,178.88
2531150617,1,4,173.75
2531209766,15,5,174.50
2531226537,4,8,108.18
2531254784,8,6,113.09
2531268453,4,16,127.52
2531295026,4,15,112.11
2531383155,16,5,175.41
2531658485,4,1,83.38
2532218949,5,8,101.15
2532280941,5,16,122.89
2532471165,5,4,158.64
2532532590,5,15,103.89
2532691033,6,16,113.77
2532874021,6,8,85.70
2533055556,8,4,174.64
2533128736,4,6,87.51
2533212446,15,4,168.65
2533215170,16,4,178.75
2533276078,6,4,67.89
2533276078,4,6,67.89
2533476983,4,8,108.81
2533500868,4,16,127.31
2533562493,4,15,114.14
2533562568,4,5,70.61
2533986720,1,4,149.02
2534384931,6,15,84.68
2534597596,8,1,178.70
2534799599,4,1,67.25
2535165480,16,1,174.37
2535319219,8,4,174.56
2535404553,15,1,175.21
2535452980,16,4,178.63
2535509869,15,4,168.40
2535725737,4,8,109.43
2535733575,4,16,127.03
2535816977,4,6,57.91
2535828238,4,15,115.67
2536593192,5,4,96.59
2536789371,1,16,118.90
2536873672,1,4,164.06
2536887160,8,5,178.56
2536921781,1,8,97.06
2537180733,16,5,175.50
2537451371,15,5,174.63
2537465912,4,5,50.90
2537588088,8,4,174.35
2537618231,6,4,173.04
2537691808,16,4,178.49
2537798413,15,4,168.76
2537801433,4,1,79.53
2537842076,1,15,98.58
2537966628,4,16,126.70
2537973036,4,8,110.03
2538050089,6,5,122.85
2538076543,1,5,52.61
2538093846,4,15,116.68
2538097025,5,16,121.79
2538168908,5,8,102.72
2538295403,6,1,65.55
2538357875,4,6,38.56
2538708057,5,15,106.39
2538717806,5,1,36.41
2539448168,5,6,64.65
2539494540,1,6,45.34
2539854160,8,4,174.24
2539917325,1,4,173.10
2539928283,16,4,178.39
2540080827,15,4,169.70
2540140560,6,4,175.78
2540200137,4,16,126.29
2540219181,4,8,110.60
2540360819,4,15,117.14
2540449949,4,1,84.24
2540459132,5,4,87.59
2540562592,4,5,70.07
2540898774,6,4,33.97
2540898774,4,6,33.97
2542116990,8,4,174.23
2542165588,16,4,178.27
2542359079,15,4,171.18
2542434080,4,16,125.82
2542464358,4,8,111.13
2542630968,4,15,116.97
2542690611,1,4,165.11
2542863640,8,5,179.11
2542987448,16,5,175.72
2543439673,6,4,41.72
2543457508,5,4,147.75
2543462150,4,1,68.47
2543682652,15,5,176.54
2543932099,5,16,120.15
2544110991,5,8,104.15
2544376816,8,4,174.32
2544403275,16,4,178.16
2544562338,4,5,68.24
2544635340,15,4,173.19
2544665008,8,1,178.91
2544668622,4,16,125.26
2544708742,4,8,111.63
2544776615,16,1,175.27
2544906647,4,15,116.06
2544988148,5,15,103.44
2545564790,4,6,92.70
2545656020,1,4,156.76
2545980572,6,4,53.54
2546223990,15,1,176.55
2546454103,6,5,118.82
2546502246,1,16,115.50
2546583958,4,1,77.56
2546637622,8,4,174.49
2546641041,16,4,178.06
2546903796,4,16,124.62
2546905079,1,8,99.65
2546911285,15,4,175.70
2546952594,4,8,112.08
2547191359,4,15,114.23
2547566254,5,6,70.01
2547610454,5,4,85.97
2548278256,4,6,88.40
2548358587,4,5,46.26
2548521470,6,4,64.23
2548521470,4,6,64.23
2548667606,1,4,173.07
2548806422,16,5,176.09
2548830647,8,5,179.31
2548879031,16,4,177.95
2548901286,8,4,174.38
2549085660,1,15,86.77
2549139728,4,16,123.88
2549188961,15,4,178.66
2549196054,4,8,112.47
2549246486,4,1,84.61
2549490418,4,15,111.30
2549515697,16,6,152.23
2549792355,5,16,117.82
2549982494,15,5,178.14
2550049634,5,8,105.31
2551062347,6,4,67.49
2551062369,4,6,67.48
2551117477,16,4,177.86
2551165021,8,4,173.47
2551260030,5,4,122.52
2551376486,4,16,123.05
2551420335,1,4,178.82
2551439304,4,8,112.82
2551504030,15,4,171.51
2551511102,5,15,92.70
2551541555,4,5,72.16
2551812835,4,15,107.02
2551962979,6,16,104.70
2552002773,8,6,109.65
2552127178,4,1,71.55
2552657279,1,5,56.75
2552897684,6,8,92.25
2553355684,16,4,177.78
2553428641,8,4,171.53
2553491693,5,1,36.42
2553603268,4,6,54.17
2553614319,4,16,122.09
2553682545,4,8,113.11
2553872950,15,4,153.59
2554173037,4,15,101.23
2554435053,1,4,150.08
2554451463,16,1,176.75
2554475205,5,4,135.56
2554643767,16,5,176.65
2554688090,8,1,179.46
2554790161,8,5,178.89
2554858241,6,5,122.01
2555357227,4,1,75.37
2555413322,6,4,173.09
2555556358,4,5,65.08
2555594478,16,4,177.70
2555686324,5,16,114.56
2555692319,8,4,168.62
2555853294,4,16,121.01
2555925894,4,8,113.35
2555989183,5,8,106.11
2556144166,4,6,36.36
2556245201,15,4,142.21
2556272699,5,6,63.27
2556357481,1,16,109.44
2556450525,15,5,175.13
2556588091,4,15,94.36
2556878917,1,8,101.18
2557396941,1,4,173.73
2557670494,15,1,176.51
2557671718,6,1,72.88
2557833697,16,4,177.64
2557910041,6,4,176.77
2557955997,8,4,164.93
2558045702,4,1,84.53
2558093632,4,16,119.79
2558169605,4,8,113.53
2558371997,5,15,76.10
2558612418,15,4,138.97
2558613591,5,4,77.25
2558685065,6,4,34.77
2558685065,4,6,34.77
2558772335,15,6,94.75
2558837956,1,6,51.44
2559053229,4,15,88.35
2559149054,4,5,44.58
2560073394,16,4,177.60
2560218457,1,4,179.24
2560219675,8,4,160.68
2560335613,4,16,118.41
2560413823,4,8,113.64
2560508020,16,5,177.37
2560744952,8,5,178.37
2560823513,4,1,75.26
2560968880,15,4,142.47
2561225964,6,4,43.79
2561517307,4,15,85.94
2561625681,5,16,110.06
2561765239,1,15,60.47
2561890290,5,4,158.68
2561933833,5,8,106.50
2562313657,16,4,177.57
2562483391,8,4,156.03
2562535393,4,5,72.78
2562579497,4,16,116.86
2562658800,4,8,113.69
2563128079,15,5,175.18
2563208072,1,4,144.47
2563262380,6,5,119.59
2563312768,15,4,150.34
2563376848,4,6,91.79
2563766863,6,4,55.75
2563935574,4,15,87.41
2564118336,4,1,73.02
2564228083,16,1,178.99
2564368886,5,6,71.06
2564456638,6,15,43.15
2564554564,16,4,177.56
2564690314,8,1,179.85
2564747045,8,4,151.21
2564825644,4,16,115.12
2564904641,4,8,113.69
2565065665,5,15,77.35
2565505039,5,4,122.94
2565644829,15,4,160.32
2566094453,4,6,87.98
2566102190,1,4,175.13
2566304698,4,15,91.16
2566307761,6,4,65.66
2566307761,4,6,65.66
2566401154,16,5,178.16
2566447345,1,16,98.99
2566540621,4,5,61.21
2566697849,8,5,177.96
2566796277,16,4,177.58
2566845632,4,1,84.04
2566875077,1,8,101.36
2567010708,8,4,146.41
2567074540,4,16,113.16
2567151673,4,8,113.62
2567485041,1,5,51.21
2567625319,5,16,103.89
2567887389,5,8,106.44
2567966497,15,4,170.72
2568148720,5,1,35.36
2568637388,4,15,95.71
2568848660,4,6,66.45
2568977648,16,6,151.66
2569014009,1,4,177.35
2569038720,16,4,177.63
2569274386,8,4,141.80
2569326668,4,16,110.97
2569400130,4,8,113.48
2569555888,4,1,78.51
2569596659,5,4,71.73
2569762571,15,5,178.15
2569787561,4,5,54.53
2569902234,15,1,178.50
2570278663,15,4,179.23
2570564836,6,4,174.80
2570945585,4,15,100.19
2571282174,16,4,177.71
2571387286,5,15,90.94
2571389559,4,6,50.21
2571538064,8,4,137.57
2571582785,4,16,108.52
2571650323,4,8,113.28
2571666519,6,5,121.10
2571971816,1,4,140.68
2572330212,16,5,178.50
2572567805,5,4,166.79
2572582191,15,4,170.35
2572651973,8,5,177.73
2572750762,8,6,96.15
2572813250,6,16,75.61
2572863522,4,1,70.69
2572917526,1,15,85.99
2572992028,6,8,91.45
2573093132,5,6,61.92
2573201918,6,4,173.38
2573237497,4,15,104.23
2573526676,16,4,177.83
2573535790,4,5,72.32
2573699922,5,16,95.74
2573801742,8,4,133.82
2573843679,4,16,105.80
2573853268,5,8,105.94
2573902530,4,8,113.00
2573930457,6,4,34.82
2573930457,4,6,34.82
2574160206,16,1,177.98
2574698248,8,1,179.19
2574786126,1,4,177.18
2575030131,15,4,172.64
2575518599,4,15,107.70
2575644590,4,1,83.18
2575772343,16,4,177.99
2576065419,8,4,130.64
2576110353,4,16,102.80
2576157106,4,8,112.66
2576176665,15,5,175.24
2576471356,6,4,35.92
2576471356,4,6,35.92
2576536970,5,4,110.45
2576862340,6,1,80.63
2576883387,1,16,82.53
2576922191,1,8,100.12
2577368149,15,4,170.50
2577509672,4,5,56.69
2577566627,5,15,101.03
2577792549,4,15,110.59
2577804869,1,4,175.65
2578019351,16,4,178.20
2578211877,1,6,54.10
2578300936,16,5,177.68
2578315100,4,1,80.97
2578329097,8,4,128.07
2578383797,4,16,99.55
2578414456,4,8,112.25
2578610304,8,5,177.73
2579012255,6,4,45.95
2579687258,15,4,169.14
2579834095,5,8,104.99
2579847292,5,16,86.13
2580061830,4,15,112.95
2580070657,6,5,120.39
2580291500,16,4,174.16
2580550386,5,4,72.01
2580592775,8,4,126.13
2580608403,4,5,64.58
2580664980,4,16,96.11
2580674976,4,8,111.77
2580721924,1,4,139.92
2581092636,15,1,175.65
2581115813,15,6,174.16
2581176844,5,6,71.93
2581193914,4,6,90.87
2581553154,6,4,57.89
2581588152,4,1,68.65
2581991730,15,4,168.48
2582040003,1,5,56.47
2582328447,4,15,114.79
2582450004,15,5,174.31
2582579503,16,4,165.28
2582801786,5,1,36.97
2582856453,8,4,124.81
2582939066,4,8,111.22
2582954240,4,16,92.64
2583454967,5,4,160.26
2583523532,1,4,175.42
2583548659,1,15,98.24
2583706946,16,15,107.04
2583724464,5,15,105.84
2583906199,4,6,87.71
2584094052,6,4,66.79
2584094052,4,6,66.79
2584285460,15,4,168.47
2584291749,16,1,174.93
2584311846,16,5,176.42
2584440981,4,1,81.97
2584471231,8,15,121.79
2584538017,4,5,70.93
2584575727,8,5,177.96
2584593978,4,15,116.12
2584737933,8,1,178.77
2584868655,16,4,157.15
2585120130,8,4,124.09
2585207233,4,8,110.59
2585250741,4,16,89.37
2585598075,8,16,15.71
2585831242,5,8,103.67
2586010713,5,16,78.14
2586571279,15,4,169.05
2586588426,1,4,174.28
2586634951,4,6,64.74
2586859918,4,15,116.93
2587041681,1,8,97.63
2587091647,4,1,82.74
2587157432,16,4,150.47
2587383808,8,4,123.92
2587448173,1,16,69.17
2587479735,4,8,109.92
2587552048,4,16,86.63
2587564934,5,4,98.53
2587730262,6,15,84.34
2588385069,6,4,173.97
2588439599,16,6,169.66
2588454506,4,5,51.76
2588474822,6,5,120.16
2588676753,15,5,175.47
2588851888,15,4,170.20
2589127864,4,15,117.16
2589175850,4,6,46.30
2589444360,16,4,145.53
2589454319,1,4,144.15
2589647486,8,4,124.27
2589756951,4,8,109.18
2589854265,4,16,84.73
2589908778,5,6,60.67
2589942938,5,15,105.59
2590287174,4,1,67.37
2590348925,16,5,175.45
2590550487,8,5,178.39
2590984854,6,4,173.89
2591035405,16,8,12.72
2591129111,15,4,171.89
2591399850,4,15,116.71
2591457518,5,4,83.78
2591544464,4,5,69.52
2591716726,6,4,33.92
2591716748,4,6,33.91
2591728141,16,4,142.33
2591844091,5,8,102.08
2591893367,15,1,175.79
2591911164,8,4,125.10
2592038943,4,8,108.42
2592090754,5,16,76.25
2592153509,4,16,83.83
2592307826,1,4,167.89
2593233267,4,1,80.43
2593405031,15,4,174.10
2593498790,8,6,91.07
2593678503,4,15,115.47
2594007887,16,4,140.70
2594016133,6,8,82.50
2594174842,8,4,126.37
2594257647,6,4,37.37
2594325612,4,8,107.63
2594432610,5,4,149.72
2594447064,4,16,83.94
2594550329,16,1,173.89
2594576457,1,15,91.57
2594801395,6,16,60.19
2594829562,8,1,178.74
2594933938,15,5,177.88
2595361734,1,4,173.36
2595538423,4,5,68.70
2595681417,15,4,176.79
2595879241,4,1,83.87
2595967949,4,15,113.24
2596066788,6,1,85.97
2596283093,16,4,140.35
2596331282,5,15,98.86
2596346226,4,6,94.53
2596384733,16,5,175.19
2596438519,8,4,128.03
2596536012,8,5,178.95
2596616525,4,8,106.86
2596733706,4,16,84.88
2596798546,6,4,48.16
2596802514,1,5,53.42
2596878935,6,5,121.18
2597235788,1,8,94.47
2597547820,1,16,74.63
2597579641,5,1,35.35
2597737440,1,6,52.10
2597869335,5,8,100.42
2597960308,15,4,179.89
2597989818,5,6,72.60
2598059592,5,16,80.30
2598167118,1,4,155.90
2598274704,4,15,109.82
2598553693,16,4,140.99
2598584131,5,4,87.67
2598702197,8,4,130.05
2598910925,4,8,106.12
2598959356,4,1,67.59
2599013430,4,16,86.46
2599014163,4,6,90.00
2599339444,6,4,59.93
2599357519,4,5,46.97
2600308753,15,4,164.11
2600609598,4,15,104.97
2600819720,16,4,142.37
2600965875,8,4,132.37
2601091066,1,4,160.41
2601207732,4,8,105.45
2601286820,4,16,88.48
2601310315,15,5,176.64
2601712998,4,6,87.56
2601880343,6,4,67.56
2601880343,4,6,67.56
2602019618,4,1,78.59
2602279885,5,4,115.37
2602392208,16,5,175.65
2602519525,4,5,71.92
2602532395,8,5,179.31
2602679894,15,4,148.26
2602989218,4,15,98.65
2603048938,5,15,83.45
2603081543,16,4,144.26
2603126424,15,1,178.11
2603129942,15,16,57.24
2603229553,8,4,134.97
2603505677,4,8,104.86
2603554561,4,16,90.76
2603900994,5,8,98.94
2603950892,5,16,86.99
2604120929,1,4,173.00
2604421242,4,6,62.34
2604673579,4,1,84.48
2604721646,16,1,175.61
2604978920,8,1,179.21
2605051131,15,4,140.03
2605283073,6,5,119.23
2605339590,16,4,146.49
2605426764,4,15,91.77
2605446702,5,4,137.68
2605493231,8,4,137.80
2605803318,4,8,104.39
2605817450,4,16,93.17
2605850093,15,8,51.19
2606198039,6,4,173.39
2606533689,4,5,65.68
2606718895,5,6,59.57
2606864508,1,4,175.44
2606962141,4,6,42.70
2607135595,1,15,60.38
2607309401,1,16,87.27
2607414691,15,4,139.64
2607470049,1,8,91.89
2607594189,16,4,148.92
2607618891,4,1,69.82
2607756908,8,4,140.81
2607899031,4,15,86.91
2607900967,15,5,174.36
2608076231,4,16,95.62
2608099355,4,8,104.05
2608357746,16,5,176.53
2608545756,8,5,179.00
2608762917,6,4,174.58
2609215216,16,6,170.01
2609503039,4,6,33.58
2609503182,6,4,33.56
2609590041,5,4,78.55
2609766351,15,4,145.11
2609795220,5,16,93.96
2609845886,16,4,151.45
2609872046,1,4,153.36
2609907794,5,15,73.64
2609931117,5,8,97.92
2610020586,8,4,143.97
2610172667,4,5,44.35
2610331456,4,16,98.04
2610348215,4,15,86.12
2610392690,4,8,103.84
2610797893,4,1,76.50
2611502583,1,5,52.97
2612043938,6,4,39.06
2612094898,16,4,154.03
2612105471,15,4,154.04
2612151057,5,1,36.52
2612284264,8,4,147.22
2612583676,4,16,100.38
2612682439,4,8,103.77
2612746436,4,15,88.68
2612861441,1,4,173.31
2612939301,5,4,154.28
2613471712,4,1,84.62
2613511559,4,5,72.76
2613543307,15,6,108.70
2613687212,6,5,121.95
2614043148,6,16,88.35
2614143279,4,6,93.85
2614246780,8,6,101.33
2614281083,16,5,177.52
2614341652,16,4,156.58
2614433419,15,4,164.34
2614547942,8,4,150.54
2614569675,8,5,178.74
2614584837,6,4,50.41
2614598964,15,5,177.37
2614692363,16,1,178.36
2614807231,5,6,73.09
2614833310,4,16,102.62
2614968065,4,8,103.82
2615099933,4,15,92.88
2615167330,8,1,179.97
2615373083,15,1,176.86
2615458340,6,1,86.58
2615610658,5,16,100.24
2615645435,1,4,179.77
2615831523,6,8,77.51
2615951569,5,8,97.57
2616297025,4,1,73.39
2616371891,5,15,84.61
2616475361,5,4,125.10
2616586403,16,4,159.10
2616751296,15,4,174.62
2616811620,8,4,153.86
2616835585,4,6,89.23
2616927216,1,16,98.38
2617080615,4,16,104.75
2617125735,6,4,61.85
2617249235,4,8,104.00
2617421957,4,15,97.47
2617519922,4,5,61.92
2617583494,1,6,44.30
2617678691,1,8,91.32
2618063273,6,15,63.36
2618623372,1,15,81.12
2618648480,1,4,147.14
2618829381,16,4,161.55
2619060009,15,4,175.76
2619075297,8,4,157.14
2619326044,4,16,106.74
2619514619,4,6,87.51
2619525987,4,8,104.27
2619565571,4,1,74.22
2619666634,6,4,67.89
2619666634,4,6,67.89
2619723086,4,15,101.81
2620168469,16,5,178.30
2620577024,5,4,72.36
2620591935,8,5,178.69
2620818858,4,5,52.15
2621070837,16,4,163.92
2621113559,15,5,176.52
2621338975,8,4,160.34
2621407557,5,16,105.54
2621474492,15,4,174.36
2621569709,4,16,108.62
2621579537,1,4,174.33
2621798374,4,8,104.64
2621956532,5,8,97.95
2622010337,4,15,105.63
2622091373,6,5,118.36
2622207533,4,6,59.28
2622271475,4,1,84.34
2622596457,5,15,97.02
2623310943,16,4,166.21
2623522812,5,6,58.69
2623580093,5,4,166.99
2623602653,8,4,163.40
2623811904,4,16,110.37
2623826336,15,4,171.72
2624003342,6,4,173.08
2624066683,4,8,105.09
2624288309,4,15,108.88
2624442535,1,4,178.29
2624493739,16,1,179.15
2624511240,4,5,72.47
2624748432,4,6,39.62
2625011955,4,1,76.95
2625354467,8,1,179.17
2625549900,16,4,168.42
2625866331,8,4,166.27
2626027436,16,5,178.54
2626052813,4,16,111.99
2626097969,1,5,56.53
2626156564,15,4,169.89
2626331189,4,8,105.61
2626477501,1,16,106.57
2626536954,6,4,175.42
2626560204,4,15,111.56
2626573226,8,5,177.72
2626766342,15,1,176.35
2626933107,5,1,36.32
2627192190,5,16,109.90
2627289330,6,4,33.77
2627289330,4,6,33.77
2627417367,1,4,142.32
2627438862,15,5,174.44
2627507455,5,4,112.55
2627787728,16,4,170.54
2627810720,1,8,93.02
2627943445,5,8,98.96
2628130009,8,4,168.87
2628292518,4,16,113.51
2628319345,4,1,71.86
2628469548,15,4,168.80
2628492103,4,5,57.50
2628592253,4,8,106.18
2628753597,5,15,104.22
2628828257,4,15,113.72
2628831358,16,6,170.77
2629269638,1,15,97.20
2629830229,6,4,40.94
2630024670,16,4,172.56
2630272842,1,4,176.07
2630393686,8,4,171.12
2630495490,6,5,122.69
2630531194,4,16,114.91
2630769436,15,4,168.40
2630850308,4,8,106.77
2631071132,4,1,83.66
2631094264,4,15,115.36
2631536668,5,4,71.37
2631602607,4,5,63.34
2631628643,5,6,73.37
2631864610,16,5,178.21
2631946761,4,6,93.04
2632260759,16,4,174.49
2632371128,6,4,52.66
2632575850,8,5,177.87
2632657355,8,4,172.90
2632676622,6,16,104.91
2632768934,4,16,116.22
2632968681,5,16,113.45
2633059782,15,4,168.62
2633105604,4,8,107.40
2633235996,1,4,176.48
2633359767,4,15,116.50
2633677238,15,5,174.71
2633758889,4,1,79.82
2633913172,5,8,100.37
2634183130,16,1,177.21
2634441138,5,4,161.78
2634496123,16,4,176.27
2634655979,4,6,88.61
